Ta_C,Precip_mm,Sw_rad_mj_m2,Date,VPD_kpa
31.9,0,20.31,5/1/2025,3.34125
28.9,1,19.25,5/2/2025,2.152083333
28.7,0.1,19.12,5/3/2025,2.09375
27.2,9.8,13.42,5/4/2025,1.620416667
27.2,0,18.78,5/5/2025,1.692916667
28.8,0,22.83,5/6/2025,2.170833333
29.7,0.9,20.06,5/7/2025,2.412916667
28.9,0.3,19.12,5/8/2025,1.975
28.9,0.8,21.05,5/9/2025,1.880416667
30.2,0.5,20.48,5/10/2025,2.23125
30.2,0,19.75,5/11/2025,2.4575
30.2,0,23.42,5/12/2025,2.77
31.7,0,23.02,5/13/2025,3.24125
32.2,0,23.79,5/14/2025,3.5175
33.3,0,24.09,5/15/2025,3.79125
33.2,0.3,21.45,5/16/2025,3.55
33.7,0,23.43,5/17/2025,3.669583333
33.5,0,23.86,5/18/2025,3.445
31.1,2,21.46,5/19/2025,2.487083333
33.1,0,21.71,5/20/2025,3.40875
33.8,0,22.51,5/21/2025,3.532916667
33.1,0,24.01,5/22/2025,2.98625
33.2,0,23.72,5/23/2025,2.74875
31.7,9.6,17.43,5/24/2025,2.41625
29.5,0.1,23.17,5/25/2025,1.907083333
31.4,0,23.75,5/26/2025,2.5625
33,0,23.31,5/27/2025,2.9475
33.9,0,22.87,5/28/2025,3.55
33.3,0,21.47,5/29/2025,3.4275
31.8,0.3,21.5,5/30/2025,3.045416667
32,0,22.06,5/31/2025,2.9825
31.1,0,21.89,6/1/2025,3.137916667
31.1,0,20.93,6/2/2025,3.224166667
28.6,1.2,22.33,6/3/2025,2.059583333
28.5,0,22.3,6/4/2025,2.157916667
29.4,0,23.4,6/5/2025,2.414583333
30.9,0,23.58,6/6/2025,2.628333333
32.9,0,23.47,6/7/2025,3.0425
34.3,0,22.78,6/8/2025,3.535
35.1,0,23.48,6/9/2025,3.907916667
35,0,23.97,6/10/2025,3.90125
35.5,0,22.81,6/11/2025,4.135416667
36,0,23.43,6/12/2025,4.31125
36.4,0,20.86,6/13/2025,4.105
35.2,0,21.54,6/14/2025,3.35125
34.4,0,16.7,6/15/2025,3.17625
31.6,0.7,11.66,6/16/2025,2.119166667
30.2,3.8,15.85,6/17/2025,1.601666667
32,0,22.23,6/18/2025,2.113333333
33.4,0,21.76,6/19/2025,2.42
33.8,0,20.76,6/20/2025,2.51125
33.7,0,21.56,6/21/2025,2.16875
31.7,1.7,14.74,6/22/2025,1.369166667
32.1,0.3,21.27,6/23/2025,1.4975
32.8,0.1,21.54,6/24/2025,1.689166667
31.9,8.6,17.19,6/25/2025,1.25875
28.2,8.5,8.4,6/26/2025,0.524166667
29.8,14.8,13.84,6/27/2025,0.768333333
32.1,0,21.46,6/28/2025,1.46625
31.1,4.8,21.32,6/29/2025,1.286666667
30.3,8.6,18.33,6/30/2025,1.00875
30.7,1.8,16.85,7/1/2025,1.082083333
30.9,3.4,22.19,7/2/2025,1.20625
31.4,0.1,20.84,7/3/2025,1.332083333
31.8,4.5,20.65,7/4/2025,1.409583333
32.6,4,20.74,7/5/2025,1.5075
30.8,1.7,15.16,7/6/2025,1.0125
29.9,21.1,17,7/7/2025,0.89375
29.2,39.3,16.03,7/8/2025,0.730416667
29.1,20,14.9,7/9/2025,0.733333333
28.2,7.8,14.55,7/10/2025,0.778333333
29.5,0,19.61,7/11/2025,1.095
30.2,0,21.25,7/12/2025,1.187916667
30,0.1,11.77,7/13/2025,1.091666667
28.9,6.1,13.91,7/14/2025,0.7775
27.6,59.8,14.35,7/15/2025,0.588333333
27.5,33.4,12.27,7/16/2025,0.435416667
28.7,16.5,13.19,7/17/2025,0.5875
29.2,9.5,15.71,7/18/2025,0.746666667
30.6,0,22.29,7/19/2025,1.125
30.4,0,19.15,7/20/2025,1.199166667
30.2,0.1,18.91,7/21/2025,1.109583333
29.4,11.8,18.71,7/22/2025,0.678333333
29.2,3.4,16.42,7/23/2025,0.666666667
28.8,11.2,19.57,7/24/2025,0.698333333
29.3,5.1,18.43,7/25/2025,0.821666667
30.6,0.3,21.42,7/26/2025,1.071666667
31.9,0,21.24,7/27/2025,1.312916667
32.4,0,21.98,7/28/2025,1.459583333
30.8,12.5,19.88,7/29/2025,0.90125
29.7,10.4,20.16,7/30/2025,0.80375
29,2.6,17.12,7/31/2025,0.709583333
27.7,15.7,7.44,8/1/2025,0.35125
29.6,0.3,19.99,8/2/2025,0.8
30.7,0.3,20.89,8/3/2025,1.024583333
30.9,0,21.75,8/4/2025,1.227916667
30.8,0,21.82,8/5/2025,1.2225
30.2,0,21.54,8/6/2025,1.166666667
30.3,0.1,21.36,8/7/2025,1.145
31.1,0,22.16,8/8/2025,1.33625
30.5,0.2,21.3,8/9/2025,1.10625
30.8,0.6,20.6,8/10/2025,1.195
31.5,0,18.35,8/11/2025,1.404166667
29.6,2.9,10.28,8/12/2025,0.910416667
30.8,0,21.2,8/13/2025,1.235833333
28.6,6.4,6.66,8/14/2025,0.660416667
29.3,0,19.52,8/15/2025,0.84875
30.4,0.7,20.78,8/16/2025,0.954583333
30.3,0.2,21.05,8/17/2025,0.95375
28.5,10.9,15.25,8/18/2025,0.590833333
29.6,0.2,19.2,8/19/2025,0.884166667
28.6,22,20.51,8/20/2025,0.725
29.5,0.1,21.45,8/21/2025,0.969583333
30.5,0.1,20.76,8/22/2025,1.122083333
30,1.6,19.18,8/23/2025,0.901666667
27.3,21,10.29,8/24/2025,0.51625
24.8,38.4,4.81,8/25/2025,0.252083333
26,12.1,10.89,8/26/2025,0.369166667
28,4.4,19.09,8/27/2025,0.59625
29,3.1,19.77,8/28/2025,0.79625
29,1.2,19.21,8/29/2025,0.699583333
26.9,19.2,9.29,8/30/2025,0.347083333
25.6,24.6,5.99,8/31/2025,0.215416667
26.3,2.5,15.69,9/1/2025,0.504583333
25.9,6.9,16.13,9/2/2025,0.568333333
26.3,1.3,15.89,9/3/2025,0.59125
27,0.5,19.32,9/4/2025,0.60125
28.2,0,17.96,9/5/2025,0.860416667
28.8,0,15.71,9/6/2025,0.890833333
27.4,7.6,14.41,9/7/2025,0.587083333
26.2,17,12.36,9/8/2025,0.402916667
27.8,3.2,18.86,9/9/2025,0.52875
28.7,0,20.01,9/10/2025,0.935833333
28.1,0,20.42,9/11/2025,0.83375
28.6,0.1,19.7,9/12/2025,0.9325
29,0.1,19.15,9/13/2025,0.9775
29.5,0,19.99,9/14/2025,1.215
29.8,0,19.9,9/15/2025,1.195
29.5,0,19.26,9/16/2025,1.217916667
29.7,0,19.79,9/17/2025,1.3175
29.9,0,19.04,9/18/2025,1.36375
28.5,0,17.11,9/19/2025,1.076666667
29.4,0,19.42,9/20/2025,1.306666667
29.5,0,19.59,9/21/2025,1.39875
29.2,0,19.9,9/22/2025,1.363333333
28.7,0,19.82,9/23/2025,1.326666667
28.4,0,19.61,9/24/2025,1.273333333
28.5,0,19.32,9/25/2025,1.215833333
29.1,0,19.02,9/26/2025,1.334583333
29,0,18.85,9/27/2025,1.395416667
29,0,18.51,9/28/2025,1.320833333
28.9,0.3,16.28,9/29/2025,0.975
29.4,0,17.42,9/30/2025,1.3175
28.4,0,17.33,10/1/2025,1.149583333
28.6,1.4,16.9,10/2/2025,1.27
27.7,0.2,16.79,10/3/2025,1.037083333
27.1,2.9,16.16,10/4/2025,1.150416667
25.1,10.6,17.41,10/5/2025,0.985
21.6,21.6,8.97,10/6/2025,0.4225
21.3,0.5,14.75,10/7/2025,0.545
22.1,0,17.07,10/8/2025,0.720416667
22.5,0,16.84,10/9/2025,0.934583333
23.6,0,16.93,10/10/2025,1.130416667
24,0,17.06,10/11/2025,1.094583333
24.2,0,17.18,10/12/2025,1.157916667
23.9,0,17.13,10/13/2025,1.2725
24.2,0,16.71,10/14/2025,1.334583333
24.5,0,15.85,10/15/2025,1.21
24.8,0,16.29,10/16/2025,1.220833333
25,0,16.24,10/17/2025,1.294166667
24.9,0,16.15,10/18/2025,1.285
24.6,0,15.87,10/19/2025,1.180833333
24.5,0,15.59,10/20/2025,1.455833333
24,0,14.02,10/21/2025,1.316666667
23.7,0,15.37,10/22/2025,1.383333333
23.5,0,15.31,10/23/2025,1.205
23.6,0,15.05,10/24/2025,1.144166667
23.6,0,15.08,10/25/2025,1.1225
23.3,0,14.93,10/26/2025,1.042083333
23.3,0,14.61,10/27/2025,1.0625
23.4,0,14.35,10/28/2025,1.011666667
23,0,14.33,10/29/2025,0.893333333
23,0,14.22,10/30/2025,0.862916667
23.1,0,14.13,10/31/2025,0.962916667
22.9,0,14.2,11/1/2025,1.03625
22.3,0,14.27,11/2/2025,1.03625
21.9,0,14.24,11/3/2025,0.955833333
21.2,2.7,13.08,11/4/2025,1.002083333
20.1,0.1,14,11/5/2025,1.025833333
18,0,14.22,11/6/2025,1.069166667
18.1,0,14.11,11/7/2025,1.015833333
17.8,0,13.8,11/8/2025,0.985
18,0,13.67,11/9/2025,0.960833333
18.2,0,13.54,11/10/2025,0.914583333
17.8,0,13.21,11/11/2025,0.833333333
17.5,0,13.08,11/12/2025,0.775416667
17.1,0,13,11/13/2025,0.771666667
17.5,0,13.03,11/14/2025,0.82
17.1,0,12.9,11/15/2025,0.77125
16.6,0,12.76,11/16/2025,0.739583333
16.5,0,12.6,11/17/2025,0.69875
17,0,12.14,11/18/2025,0.724166667
16.7,0,12.14,11/19/2025,0.695416667
17,0,12.1,11/20/2025,0.71125
16.9,0,11.92,11/21/2025,0.681666667
16.4,0,12,11/22/2025,0.613333333
16.1,0,11.96,11/23/2025,0.655
15.9,0,11.91,11/24/2025,0.6575
15.1,0,11.92,11/25/2025,0.582083333
14.7,0,11.95,11/26/2025,0.585
14,0,11.9,11/27/2025,0.5125
13.9,0,11.85,11/28/2025,0.539166667
13.3,0,12.05,11/29/2025,0.560833333
13,0,11.29,11/30/2025,0.585
13.7,0,11.8,12/1/2025,0.634583333
13.1,0,11.6,12/2/2025,0.526666667
13,0,11.65,12/3/2025,0.539166667
12.5,0,11.54,12/4/2025,0.532083333
13.1,0,11.35,12/5/2025,0.588333333
13.1,0,10.47,12/6/2025,0.51375
14,0,11.15,12/7/2025,0.548333333
14.2,0,11.37,12/8/2025,0.51625
14.6,0,11.22,12/9/2025,0.583333333
14.6,0,11.13,12/10/2025,0.514166667
14.5,0,11.11,12/11/2025,0.4225
14.4,0,10.36,12/12/2025,0.3325
14,0,6.71,12/13/2025,0.213333333
15,0,10.22,12/14/2025,0.307083333
14.5,0,10.94,12/15/2025,0.367083333
14.9,0,10.96,12/16/2025,0.469166667
15.1,0,11.01,12/17/2025,0.445
15.2,0,9.24,12/18/2025,0.410833333
13.8,0,9.66,12/19/2025,0.25125
13,0,8.17,12/20/2025,0.148333333
14.9,0,8.84,12/21/2025,0.211666667
14.3,0.2,8.89,12/22/2025,0.182916667
14.7,0,11.03,12/23/2025,0.39375
13.6,0,11.31,12/24/2025,0.539166667
13.1,0,11.17,12/25/2025,0.4425
13.9,0,10.94,12/26/2025,0.4375
13.4,0,10.67,12/27/2025,0.408333333
12.5,0,10.6,12/28/2025,0.302916667
11.7,0,9.58,12/29/2025,0.216666667
11.9,0,9.75,12/30/2025,0.20375
11.9,0.2,4.57,12/31/2025,0.132916667
11.6,8.7,3.24,1/1/2026,0.098333333
11.5,0,6.95,1/2/2026,0.133333333
11.2,0,10.15,1/3/2026,0.167083333
10.9,0,9.41,1/4/2026,0.163333333
10.8,0,9.35,1/5/2026,0.179583333
10.3,0,9.98,1/6/2026,0.157916667
9.9,0,10.35,1/7/2026,0.178333333
8.4,0,10.04,1/8/2026,0.105416667
7.9,0,8.78,1/9/2026,0.12375
6.5,0,10.15,1/10/2026,0.105
6.5,0,10.54,1/11/2026,0.13625
7.7,0,11.93,1/12/2026,0.2325
7.3,0,10.27,1/13/2026,0.12875
7.8,0,10.87,1/14/2026,0.130416667
8.4,0,10.53,1/15/2026,0.11
8.7,0,8.77,1/16/2026,0.09375
10.1,0,10.97,1/17/2026,0.15875
10.4,0,10.66,1/18/2026,0.167083333
11.6,0,10.7,1/19/2026,0.1875
11.8,0,11.32,1/20/2026,0.209166667
11.9,0,12.29,1/21/2026,0.350833333
12.6,7.5,10.27,1/22/2026,0.37625
11.8,1.6,12.77,1/23/2026,0.46375
7.8,0,13.09,1/24/2026,0.390416667
10.3,0,13.43,1/25/2026,0.35625
11.5,1.5,7.32,1/26/2026,0.310833333
12.2,1,5.63,1/27/2026,0.158333333
11.4,0,11.98,1/28/2026,0.23
12,0,13.75,1/29/2026,0.42125
13.6,0,13.74,1/30/2026,0.573333333
12.9,0,12.5,1/31/2026,0.437083333
13.3,0,13.37,2/1/2026,0.415833333
12.8,0,10.37,2/2/2026,0.327083333
13.6,0,14.01,2/3/2026,0.587083333
14,0,14.52,2/4/2026,0.6275
14.9,0,14.72,2/5/2026,0.83
15.8,0,14.55,2/6/2026,0.8275
16.1,0,14.98,2/7/2026,0.86875
15.9,0,15.56,2/8/2026,1.02625
16.7,0,10.81,2/9/2026,0.923333333
16.8,0,14.45,2/10/2026,0.7475
16.8,0,15.21,2/11/2026,0.83875
16.6,0,15.85,2/12/2026,0.949166667
17.4,0,15.83,2/13/2026,1.015416667
18.7,0,15.87,2/14/2026,1.0325
19,0,16.15,2/15/2026,1.11625
18.7,0,16.33,2/16/2026,1.04875
18.6,0.7,13.29,2/17/2026,0.759166667
18.4,1.7,13.77,2/18/2026,0.822083333
19.1,0,16.12,2/19/2026,1.042083333
19.5,0,16.55,2/20/2026,1.027916667
19.2,0,17,2/21/2026,0.955416667
19.9,0,17.09,2/22/2026,1.025
19.9,0,16.79,2/23/2026,1.09125
19.8,0,16.62,2/24/2026,1.010833333
20.1,0,17.29,2/25/2026,1.05625
20.1,0,17.79,2/26/2026,1.057083333
20.2,0,17.04,2/27/2026,1.033333333
21.1,0,17.53,2/28/2026,1.180833333
21.2,0,18.21,3/1/2026,1.2275
21.2,0,18.78,3/2/2026,1.355416667
22.1,0,18.68,3/3/2026,1.435833333
23.2,0,18.53,3/4/2026,1.347083333
24.5,0,18.8,3/5/2026,1.4125
24.2,0,19.22,3/6/2026,1.536666667
24.2,0,19.09,3/7/2026,1.57875
25.4,0,18.56,3/8/2026,1.453333333
25.8,0,18.48,3/9/2026,1.46875
25.9,0,18.38,3/10/2026,1.549166667
25.2,0,16.79,3/11/2026,1.4775
22.7,25.2,17.67,3/12/2026,0.847083333
22.3,0,16.76,3/13/2026,1.000833333
22.6,0,19.99,3/14/2026,1.37875
18.8,10.3,13.89,3/15/2026,0.53875
17.6,0.1,19.22,3/16/2026,0.690833333
18.7,0,19.47,3/17/2026,0.911666667
18,1.1,7.1,3/18/2026,0.627083333
17.4,4.7,9.83,3/19/2026,0.335833333
18,2.7,17.59,3/20/2026,0.478333333
18.3,0,16.1,3/21/2026,0.529166667
20.6,0,19.79,3/22/2026,0.859583333
22.5,0.9,20.14,3/23/2026,1.164583333
23,0,20.62,3/24/2026,1.37
23.6,0.2,19.55,3/25/2026,1.455416667
23.6,1.1,15.98,3/26/2026,1.2
23.3,0,21.18,3/27/2026,1.16375
24.4,0,19.4,3/28/2026,1.415
23.8,7.8,18.67,3/29/2026,0.997083333
24.6,0,16.6,3/30/2026,1.301666667
23.5,0.7,16.41,3/31/2026,1.269166667
24.2,0,19.2,4/1/2026,1.659583333
26.7,0,19.1,4/2/2026,2.17375
22.3,3.5,13.77,4/3/2026,0.927083333
21.1,2.8,20.48,4/4/2026,0.92375
21.4,0.4,21.29,4/5/2026,1.147916667
23.2,1,22.04,4/6/2026,1.585416667
19.5,7,8.49,4/7/2026,0.662916667
18.5,2.9,19.24,4/8/2026,0.60375
19.8,1,21.56,4/9/2026,0.913333333
22.7,0,22.65,4/10/2026,1.517083333
24.3,0.1,20.59,4/11/2026,1.675833333
24.7,0,22.99,4/12/2026,1.959166667
26.2,0,21.54,4/13/2026,2.405833333
27.5,0,23.27,4/14/2026,2.689583333
28.6,0,22.8,4/15/2026,2.766666667
29.8,0,22.38,4/16/2026,3.105833333
29,0,19.55,4/17/2026,2.755
29,0,23.57,4/18/2026,2.710833333
28.1,0,17.32,4/19/2026,2.435833333
29,0,23.81,4/20/2026,2.952083333
29.6,0,24.24,4/21/2026,2.96625
30.5,0,23.72,4/22/2026,3.1975
31.6,0,23.63,4/23/2026,3.452083333
33,0,22.75,4/24/2026,3.817916667
32.6,0,20.14,4/25/2026,3.575
33.4,0,23.07,4/26/2026,4.000833333
31.9,0,21.12,4/27/2026,3.399166667
30.9,0,18.91,4/28/2026,2.914166667
28.5,0,22.15,4/29/2026,2.137916667
28.9,0.1,21.12,4/30/2026,2.342083333
29.6,0,22.74,5/1/2026,2.6675
